Source_ID,County,Food_Shelf_Name,City,Address,Phone,Website,Service_Type,Latitude,Longitude,Source_URL,Retrieved_On,County_Method,Status
10197,Fillmore,St. John’s Food Shelf,Wykoff,"241 South Line Street, Wykoff, MN 55990, USA",507-352-2296,,Food Shelf,43.7040179,-92.2700792,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=24,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
9866,Freeborn,Alden Area Food Shelf-Redeemer Lutheran Church,Alden,"191 Water Street W, Alden, MN 56009",507-874-3343,,Food Shelf,43.6716166,-93.5745469,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=1,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
13485,Freeborn,Ecumenical Food Pantry,Albert Lea,"308 Water St, Albert Lea, MN 56007, USA",(507) 373-2035,,Food Shelf,43.650919,-93.3720775,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=6,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
10154,Freeborn,The Salvation Army Albert Lea,Albert Lea,"302 Court Street, Albert Lea, MN 56007",507-373-5710,https://centralusa.salvationarmy.org/northern/albertlea/,Food Shelf,43.646888,-93.369992,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=25,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
18700,Freeborn,United Way of Freeborn County- Welcome Pantry,Albert Lea,"411 South 1st Avenue suite a, Albert Lea, MN, USA",507-373-8670,https://www.unitedwayfc.org/welcomepantry,Food Shelf,43.6463978,-93.3782254,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=27,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
9868,Goodhue,All Seasons Community Services Food Shelf,Kenyon,"516 2nd St, Kenyon, MN 55946, USA",507-789-6162,,Food Shelf,44.2723067,-92.9881426,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=1,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
9895,Goodhue,Cannon Falls Food Shelf,Cannon Falls,"511 Belle Street W, Cannon Falls, MN 55009",507-819-0236,https://www.facebook.com/profile.php?id=61566415072025,Food Shelf,44.503745,-92.907623,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=3,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
10124,Goodhue,Pine Island Sharing Shelves,Pine Island,"611 North Main Street, Pine Island, MN, USA 55963-0145",507-722-1331,https://www.facebook.com/pineislandsharingshelves/,Food Shelf,44.2091296,-92.645821,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=19,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
10140,Goodhue,Red Wing Area Food Shelf,Red Wing,"1755 Old W Main Street, Red Wing, MN 55066, USA",651-388-9302,http://www.redwingfoodshelf.org,Food Shelf,44.562966,-92.5528789,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=20,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
10259,Goodhue,Zumbrota Area Emergency Food Shelf,Zumbrota,"242 Main Street, Zumbrota, MN 55992",507-732-7330,https://www.ci.zumbrota.mn.us/index.asp?SEC=B918734B-9DE9-4994-B74F-70BDB89F6F32&DE=53B64789-910C-41EA-BBA5-4E717439E5B0,Food Shelf,44.292165,-92.669164,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=28,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
9991,Grant,Grant County Emergency Food Shelf,Elbow Lake,"1311 State Hwy 79 E, Elbow Lake, MN, USA",218-685-4176,https://www.co.grant.mn.us/833/Food-Shelves,Food Shelf,45.9916944,-95.9593053,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=10,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
10009,Grant,Hoffman Kensington Area Food Shelf,Hoffman,"100 3rd Street, Hoffman, MN, 56339",701) 640-9806,https://www.facebook.com/H-K-Area-Food-Shelf-395018631103716/,Food Shelf,45.8304635,-95.7888927,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=11,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
21021,Hennepin,Bread of Life Food Shelf,Minneapolis,"2900 Fremont Ave N, Minneapolis, MN, USA",612-449-8833,https://myfreedomworks.com/events/,Food Shelf,45.009759,-93.295204,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=2,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
9897,Hennepin,CAPI USA Food Shelf,Brooklyn Center,"6064 Shingle Creek Parkway, Brooklyn Center, MN 55430, USA",612-721-0122,https://www.capiusa.org/services/basic-needs/,Food Shelf,45.064592,-93.3081908,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=3,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
9934,Hennepin,CROSS Services Food Shelf,Rogers,"12915 Weinand Circle, Rogers, MN 55374",763-425-1050,https://crossservices.org/,Food Shelf,45.188597,-93.528635,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=5,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
9892,Hennepin,Calvary Lutheran Church Food Shelf,Minneapolis,"3901 Chicago Ave, Minneapolis, MN 55407, USA",612-285-3876,https://www.calvaryfoodshelf.org/,Food Shelf,44.9322114,-93.2620244,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=3,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
9893,Hennepin,Camden’s Promise – Gethsemane Lutheran Church Food Shelf,Minneapolis,"4656 Colfax Ave North, Minneapolis, MN 55412",612-521-5216,http://www.thecamdenpromise.org/food-shelf.html,Food Shelf,45.039484,-93.292706,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=3,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
20909,Hennepin,Campus Cupboard: Augsburg University,Minneapolis,"2016 S 8th St, Minneapolis, MN, USA",763-706-0641,https://sites.augsburg.edu/foodshelf/,Food Shelf,44.9654972,-93.2432348,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=3,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
10076,Hennepin,Community Bridge Food Shelf,Minneapolis,"2400 Park Ave, Minneapolis, MN 55404",612-746-4108,http://communitybridgempls.org/community-meals-and-food-pantry/,Food Shelf,44.9590983,-93.265132,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=5,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
9909,Hennepin,Community Emergency Assistance Programs (CEAP) Food Shelf,Brooklyn Center,"7051 Brooklyn Boulevard, Brooklyn Center, MN 55429",763-566-9600,https://ceap.org/,Food Shelf,45.094824,-93.369537,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=5,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
9927,Hennepin,Community Emergency Service Food Shelf,Minneapolis,"1900 - 11th Ave S, Minneapolis, MN 55404",612-870-1125,https://www.cesmn.org/food-program,Food Shelf,44.963919,-93.258186,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=5,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
20761,Hennepin,Comunidades Latinas Unidas En Servicio (CLUES)-Minneapolis,Minneapolis,"777 East Lake Street, Minneapolis, MN 55407, USA",612-444-2156,"https://clues.org/services/community-health-and-wellness/access-to-healthy-food/#:~:text=Canasta%20Familiar%20is%20a%20free,Foods%20vary%20according%20to%20availability.",Food Shelf,44.9480534,-93.2629989,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=5,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
9942,Hennepin,Division of Indian Work,Minneapolis,"1001 East Lake Street, Minneapolis, MN 55407",(612)722-8722,https://www.diw-mn.org/,Food Shelf,44.948342,-93.260121,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=6,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
20874,Hennepin,Food Shelf In-A-Box at Forty-Forty Flats,Edina,"4040 W 70th St, Edina, MN 55435, USA",,https://www.goodinthehood.org/our-programs/food-programs/,Food Shelf,44.8767459,-93.3312553,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=8,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
20875,Hennepin,Food Shelf In-A-Box at Minnetonka Heights Apt YMCA,Minnetonka,"5809 County Road 101, Minnetonka, MN 55345, USA",,https://www.goodinthehood.org/our-programs/food-programs/,Food Shelf,44.8973863,-93.5121439,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=8,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
19003,Hennepin,Food Shelf-In-A-Box at Briar Hills YMCA,Eden Prairie,"7025 Woodland Drive, Eden Prairie, MN 55346, USA",,https://www.goodinthehood.org/our-programs/food-programs/,Food Shelf,44.8756922,-93.4669064,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=8,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
17581,Hennepin,Food Shelf-In-A-Box at Creekside Gables,Brooklyn Park,"7601 Zane Ave N, Brooklyn Park, MN 55443, USA",,https://www.goodinthehood.org/our-programs/food-programs/,Food Shelf,45.0928747,-93.3567977,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=8,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
18987,Hennepin,Food Shelf-In-A-Box at Emma B Howe YMCA,Minneapolis,"2304 Jackson St NE, Minneapolis, MN 55418, USA",,https://www.goodinthehood.org/our-programs/food-programs/,Food Shelf,45.0111231,-93.2495371,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=8,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
17586,Hennepin,Food Shelf-In-A-Box at Folwell School,Minneapolis,"3611 20th Ave S, Minneapolis, MN 55407, USA",,https://www.goodinthehood.org/our-programs/food-programs/,Food Shelf,44.9373319,-93.2428068,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=8,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
18998,Hennepin,Food Shelf-In-A-Box at Nokomis East,Minneapolis,"5540 30th Ave S, Minneapolis, MN 55417, USA",,https://www.goodinthehood.org/our-programs/food-programs/,Food Shelf,44.902041,-93.2301684,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=8,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
20881,Hennepin,Food Shelf-In-A-Box at Sonder Point,Brooklyn Center,"5803 Xerxes Avenue North, Brooklyn Center, MN 55430, USA",,https://www.goodinthehood.org/our-programs/food-programs/,Food Shelf,45.060656,-93.3212355,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=9,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
19001,Hennepin,Food Shelf-In-A-Box at The Gathering,Robbinsdale,"3620 43rd Ave N, Robbinsdale, MN 55422, USA",,https://www.goodinthehood.org/our-programs/food-programs/,Food Shelf,45.0340371,-93.3258308,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=9,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
20877,Hennepin,Food Shelf-In-A-Box at Tommie Shelf,Minneapolis,"1000 La Salle Avenue, Minneapolis, MN 55402, USA",,https://www.goodinthehood.org/our-programs/food-programs/,Food Shelf,44.9747438,-93.2760059,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=9,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
19000,Hennepin,Food Shelf-In-A-Box at True New Vine New Bethel (TNVB),Minneapolis,"2639 Thomas Ave N, Minneapolis, MN 55411, USA",,https://www.goodinthehood.org/our-programs/food-programs/,Food Shelf,45.0072498,-93.3137291,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=9,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
20880,Hennepin,Food Shelf-In-A-Box at Zanewood Recreation Center,Brooklyn Park,"5600 85th Ave N, Brooklyn Park, MN, USA",,https://www.goodinthehood.org/our-programs/food-programs/,Food Shelf,45.1106,-93.3522365,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=9,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
13475,Hennepin,Food for Thought at Hennepin Technical College Brooklyn Park,Brooklyn Park,"9000 Brooklyn Blvd, Brooklyn Park, MN 55445, USA",,https://www.goodinthehood.org/our-programs/food-programs/,Food Shelf,45.0960075,-93.3966346,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=8,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
18990,Hennepin,Food for Thought at Hennepin Technical College Eden Prairie,Eden Prairie,"13100 College View Drive, Eden Prairie, MN 55347, USA",,https://www.goodinthehood.org/our-programs/food-programs/,Food Shelf,44.8354523,-93.4436821,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=8,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
18983,Hennepin,Food in the ‘Hood at Beacon of Hope,Minneapolis,"2827 Newton Ave N, Minneapolis, MN 55411, USA",,https://www.goodinthehood.org/our-programs/food-programs/,Food Shelf,45.0094722,-93.3060572,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=8,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
17560,Hennepin,Food in the ‘Hood at Cedar Valley,Bloomington,"8600 Bloomington Ave S, Bloomington, MN 55425, USA",,https://www.goodinthehood.org/our-programs/food-programs/,Food Shelf,44.8459645,-93.2541196,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=8,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
17578,Hennepin,Food in the ‘Hood at Sanctuary Haven,Minneapolis,"710 West Broadway Avenue, Minneapolis, MN 55411, USA",,https://www.goodinthehood.org/our-programs/food-programs/,Food Shelf,44.9999522,-93.2886172,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=8,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
13476,Hennepin,Foodshelf-In-A-Box @ Hmong Int’l Academy Pop-up Mobile,Minneapolis,"1501 30th Ave N, Minneapolis, MN 55411, USA",,https://www.goodinthehood.org/our-programs/food-programs/,Food Shelf,45.0113575,-93.3173043,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=9,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
17582,Hennepin,Foodshelf-In-A-Box at 800 West Broadway,Minneapolis,"800 W Broadway Ave, Minneapolis, MN 55411, USA",,https://www.goodinthehood.org/our-programs/food-programs/food-in-the-hood/,Food Shelf,44.9994724,-93.2898854,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=9,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
20876,Hennepin,Foodshelf-In-A-Box at Hillock,Minneapolis,"4440 Snelling Ave, Minneapolis, MN 55406, USA",,https://www.goodinthehood.org/our-programs/food-programs/,Food Shelf,44.9218017,-93.2179115,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=9,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
14273,Hennepin,Friendship Community Services,Minneapolis,"2600 East 38th Street, Minneapolis, MN, USA",612-827-7928,https://www.friendshipcommunityservices.org/food-hub.html,Food Shelf,44.9342943,-93.2342454,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=9,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
9983,Hennepin,Glendale Food Shelf,Minneapolis,"92 St. Mary's Ave SE, Minneapolis, MN 55414",612-342-1954,https://www.esns.org/metrofoodprograms,Food Shelf,44.96914,-93.219025,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=10,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
21459,Hennepin,Glendale Food Shelf-day Adventist Church,Minneapolis,"1138 Glenwood Avenue, Minneapolis, MN 55405, USA",7633409015,,Food Shelf,44.9806774,-93.2951894,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=10,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
20846,Hennepin,Glendale SDA,Minneapolis,"1138 Glenwood Ave, Minneapolis, MN 55405, USA",612-374-2335,https://www.glendalempls.org/about/,Food Shelf,44.9806774,-93.2951894,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=10,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
9985,Hennepin,Good Works Food Shelf,Minneapolis,"697 13th Ave NE, Minneapolis, MN 55413",612-788-4829,https://www.facebook.com/pg/GoodWorksFoodShelf/about/?ref=page_internal,Food Shelf,45.001164,-93.252822,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=10,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
9993,Hennepin,Groveland Emergency Food Shelf,Minneapolis,"1900 Nicollet Ave S, Minneapolis, MN 55403",612-871-0277,https://www.grovelandfoodshelf.org/need-food,Food Shelf,44.963972,-93.277803,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=10,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
10020,Hennepin,Harvest from the Hearth (Incarnation Church Food Shelf),Minneapolis,"3817 S Pleasant Ave, Minneapolis, MN 55409",(612) 822-2103,https://www.harvestfromtheheart.org/take-action,Food Shelf,44.933792,-93.283066,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=11,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
13111,Hennepin,High Rise Mobile Food Shelf,Minneapolis,"554 N 8th Ave, Minneapolis, MN 55411, USA",612-340-9694,https://www.esns.org/metrofoodprograms,Food Shelf,44.986594,-93.2833727,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=11,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
21183,Hennepin,Hope for the Community Huntington Place Apartments,Brooklyn Park,"5805 73rd Ave N, Brooklyn Park, Minnesota 55429, USA",612-382-5326,,Food Shelf,45.0868315,-93.3535496,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=12,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
20847,Hennepin,Hope for the Community – Normandale College,Bloomington,"9700 France Ave S, Bloomington, MN 55431, USA",,https://hopeforthecommunity.com/,Food Shelf,44.8298754,-93.3310217,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=12,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
10013,Hennepin,HopeBridge Food Shelf,New Hope,"4217 Boone Ave, New Hope, MN 55428",763-536-3284,https://newhopechurchmn.org/serve/food-shelf/,Food Shelf,45.0344157,-93.3910685,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=12,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
10018,Hennepin,ICA Food Shelf,Minnetonka,"11588 K-Tel Drive, Minnetonka, MN 55343",952-938-0729,https://www.icafoodshelf.org/,Food Shelf,44.913627,-93.4265252,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=12,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
13488,Hennepin,Imam Hussain Islamic Center,Minneapolis,"6120 Brooklyn Blvd, Minneapolis, MN 55429, USA",763-300-9677,,Food Shelf,45.066594,-93.3253359,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=12,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
10022,Hennepin,Interfaith Outreach & Community Partners (IOCP),Plymouth,"1605 North County Road 101, Plymouth, MN 55447",763-489-7534,https://www.iocp.org/outreach-services/food-shelf/,Food Shelf,44.970992,-93.507257,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=12,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
13376,Hennepin,Isuroon Halal Food Shelf,Minneapolis,"3027 2nd Ave S, Minneapolis, MN 55408, USA",612-886-2731,https://www.isuroon.org/,Food Shelf,44.9474335,-93.2738644,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=13,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
10028,Hennepin,Jericho Food Shelf,Minneapolis,"1628 East 33rd Street, Minneapolis, MN 55407",612-455-1193,https://www.jerichoroad.us/,Food Shelf,44.9429452,-93.2508268,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=13,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
20360,Hennepin,Jericho Road Ministries – Elliot Park,Minneapolis,"1118 S 8th St, Minneapolis, MN 55404, USA",612-455-1193,http://www.jerichoroad.us/,Food Shelf,44.9695158,-93.2569622,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=13,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
10030,Hennepin,Joyce Uptown Food Shelf,Minneapolis,"3041 Fremont Ave S, Minneapolis, MN 55408",612-825-4431,https://www.joyceuptownfoodshelf.org/,Food Shelf,44.947634,-93.295757,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=13,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
19046,Hennepin,LHENA (Lowry Hill East Neighborhood Association) Food Share,Minneapolis,"610 West 28th Street, Minneapolis, MN, USA",612-208-6044,https://www.thewedge.org/food-636423.html,Food Shelf,44.9521045,-93.2875628,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=14,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
10054,Hennepin,Little Kitchen Food Shelf,Minneapolis,"1500 6th St NE, Minneapolis, MN, USA",612-788-2444,http://gracenempls.org/service/little-kitchen-food-shelf/,Food Shelf,45.0039914,-93.2593027,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=14,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
13501,Hennepin,Minneapolis Central Church of Christ,Minneapolis,"1922 N 4th Ave, Minneapolis, MN 55405, USA",612-374-5481,https://www.mccofchrist.org/outreach,Food Shelf,44.9817824,-93.305345,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=16,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
21497,Hennepin,Minneapolis College Foundation – Food Pantry,Minneapolis,"1501 Hennepin Ave, Minneapolis, MN 55403, USA",,https://minneapolis.edu/basic-needs,Food Shelf,44.9723532,-93.2847169,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=16,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
20851,Hennepin,Minneapolis First Adventist Church,Minneapolis,"2315 Nicollet Ave S, Minneapolis, MN, USA",,https://www.minneapolisfirst.org/,Food Shelf,44.9595906,-93.2774147,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=16,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
10078,Hennepin,Minnehaha Food Shelf,Minneapolis,"3701 E 50th Street, Minneapolis, MN 55417",612-721-6231,http://www.minnehaha.org/foodshelf.html,Food Shelf,44.912619,-93.218943,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=16,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
10088,Hennepin,NEAR Food Shelf,Crystal,"5209 W Broadway, Crystal, MN 55429",763-533-2836,http://www.nearfoodshelf.org/,Food Shelf,45.05837,-93.374083,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=16,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
20575,Hennepin,Nativity of Mary Free Food Giveaway,Bloomington,"9900 Lyndale Avenue South, Bloomington, MN 55420, USA",952-767-5521,,Food Shelf,44.8233531,-93.2902057,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=16,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
10094,Hennepin,New Creation Baptist Church,Minneapolis,"1414 E 48th St, Minneapolis, MN 55417, USA",612-825-6933,https://newcreationbaptistchurchmn.org/food-shelf,Food Shelf,44.9162655,-93.2540209,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=17,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
20569,Hennepin,North Hennepin Community College – Brooklyn Park,Brooklyn Park,"7411 85th Ave N, Brooklyn Park, MN, USA",763-493-0502,https://www.nhcc.edu/student-resources/counseling-and-basic-needs/food-cupboard,Food Shelf,45.1078835,-93.3759524,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=17,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
10107,Hennepin,Northpoint Health & Wellness Center,Minneapolis,"2220 Plymouth Ave N, Minneapolis, MN, USA",612-767-9500,http://www.northpointhealth.org/community-food-shelf,Food Shelf,44.9922135,-93.3089602,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=17,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
21196,Hennepin,Nutritious U Food Pantry- Coffman Memorial Union,Minneapolis,"300 Washington Ave SE, Minneapolis, MN 55455, USA",651-271-0189,https://boynton.umn.edu/food-pantry,Food Shelf,44.9729099,-93.2351426,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=18,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
21521,Hennepin,Nutritious U Food Pantry- West Bank Skyway,Minneapolis,"219 19th Ave S, Minneapolis, MN 55455, USA",651-271-0189,https://boynton.umn.edu/food-pantry,Food Shelf,44.9728868,-93.2432975,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=18,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
10113,Hennepin,Operation Living Hope,Minneapolis,"2201 Girard Ave North, Minneapolis, MN 55411",763-227-2438,,Food Shelf,45.002015,-93.297647,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=18,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
9886,Hennepin,P.U.C. Brian Coyle Center Food Shelf,Minneapolis,"420 15th Ave S, Minneapolis, MN 55454",612-338-5282,https://pillsburyunited.org/site/brian-coyle/,Food Shelf,44.970509,-93.249899,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=19,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
21194,Hennepin,PALISADE MOBILE PANTRY,Minneapolis,"7th Avenue North, Minneapolis, MN, USA",218-326-4420,https://secondharvestnorthland.org/find-food/mobile-food-pantry-program/,Food Shelf,44.9851644,-93.29818,https://www.hungersolutions.org/find-help/?fwp_categories=food-shelves&fwp_paged=19,2026-09-01,Directory coordinates within county boundary,Listed; operation not independently confirmed
